2014-02-13,207026,78300
2014-02-12,9736,6134
2014-02-11,24544,9926
2014-02-10,10896,9038
2014-02-07,7528,7184
2014-02-06,19402,18900
2014-02-05,6948,2430
2014-02-04,18224,14928
2014-02-03,15448,8540
2014-01-31,11028,1338
2014-01-30,14510,2152
2014-01-29,13660,5904
2014-01-28,17938,3646
2014-01-27,29548,19644
2014-01-24,11466,8016
2014-01-23,8566,1860
2014-01-22,10000,4864
2014-01-21,10682,3452
2014-01-17,12524,7176
2014-01-16,31442,9482
2014-01-15,44968,22538
2014-01-14,80086,22178
2014-01-13,15630,11632
2014-01-10,13126,3738
2014-01-09,3758,5078
2014-01-08,17476,18262
2014-01-07,7944,5806
2014-01-06,23182,9852
2014-01-03,11916,8810
2014-01-02,13796,4550
2013-12-31,23582,6184
2013-12-30,1418,1320
2013-12-27,1500,3158
2013-12-26,12634,3060
2013-12-24,3578,3816
2013-12-23,3680,1570
2013-12-20,14780,12794
2013-12-19,23124,9652
2013-12-18,8112,4126
2013-12-17,16096,12108
2013-12-16,29374,12350
2013-12-13,83620,19290
2013-12-12,29766,6970
2013-12-11,11190,2390
2013-12-10,15368,2438
2013-12-09,7720,6120
2013-12-06,26776,10704
2013-12-05,18096,22484
2013-12-04,25494,12234
2013-12-03,16890,16626
2013-12-02,37192,10588
2013-11-29,12436,5140
2013-11-27,40078,15952
2013-11-26,44476,40132
2013-11-25,102810,21550
2013-11-22,131858,43848
2013-11-21,2650,708
2013-11-20,16792,3746
2013-11-19,4916,4032
2013-11-18,5882,7596
2013-11-15,4130,2696
2013-11-14,14024,4116
2013-11-13,10018,966
2013-11-12,8694,3062
2013-11-11,7240,7626
2013-11-08,1852,1426
2013-11-07,14742,3678
2013-11-06,8116,2430
2013-11-05,15654,2368
2013-11-04,34056,15904
2013-11-01,32540,5110
2013-10-31,94716,3798
2013-10-30,11646,7492
2013-10-29,12066,3368
2013-10-28,3500,1394
2013-10-25,564,348
2013-10-24,826,1944
2013-10-23,592,1300
2013-10-22,1158,7536
2013-10-21,3644,5528
2013-10-18,25858,5728
2013-10-17,12124,4672
2013-10-16,16308,5582
2013-10-15,12858,7462
2013-10-14,19460,2688
2013-10-11,7134,1904
2013-10-10,19560,20570
2013-10-09,5502,1328
2013-10-08,2044,2054
2013-10-07,3150,3542
2013-10-04,4170,780
2013-10-03,2492,1786
2013-10-02,1370,1448
2013-10-01,7994,2124
2013-09-30,9900,2672
2013-09-27,15528,1496
2013-09-26,14078,156
2013-09-25,13142,3766
2013-09-24,12448,1652
2013-09-23,3046,1346
2013-09-20,21776,2730
2013-09-19,4368,2088
2013-09-18,9654,2928
2013-09-17,4490,1972
2013-09-16,1144,1486
2013-09-13,2738,1236
2013-09-12,5226,4126
2013-09-11,1790,3530
2013-09-10,16764,1586
2013-09-09,8926,6526
2013-09-06,6066,4662
2013-09-05,3076,3920
2013-09-04,5634,1002
2013-09-03,7356,5508
2013-08-30,3676,2850
2013-08-29,17606,1080
2013-08-28,578,754
2013-08-27,5932,3718
2013-08-26,1458,2228
2013-08-23,4662,2338
2013-08-22,1604,7654
2013-08-21,5388,2536
2013-08-20,3700,1832
2013-08-19,3848,1930
2013-08-16,2202,3006
2013-08-15,20910,7514
2013-08-14,6844,1660
2013-08-13,996,3754
2013-08-12,1190,436
2013-08-09,1892,528
2013-08-08,596,802
2013-08-07,2522,648
2013-08-06,3374,1906
2013-08-05,11118,11264
2013-08-02,3110,3522
2013-08-01,3654,3710
2013-07-31,4702,1184
2013-07-30,1326,2740
2013-07-29,856,644
2013-07-26,11662,5420
2013-07-25,2130,214
2013-07-24,254,2298
2013-07-23,4324,4350
2013-07-22,6326,1464
2013-07-19,8474,4312
2013-07-18,11772,2400
2013-07-17,5510,1576
2013-07-16,51086,7260
2013-07-15,4442,2898
2013-07-12,35842,18808
2013-07-11,5862,5932
2013-07-10,842,1532
2013-07-09,6238,4072
2013-07-08,9530,5910
2013-07-05,5456,460
2013-07-03,3074,732
2013-07-02,10016,7194
2013-07-01,24570,10594
2013-06-28,24778,8720
2013-06-27,47900,64230
2013-06-26,6540,4792
2013-06-25,646,9698
2013-06-24,1184,6840
2013-06-21,12048,29544
2013-06-20,1656,2288
2013-06-19,1392,1404
2013-06-18,4668,1726
2013-06-17,11926,22100
2013-06-14,19566,8810
2013-06-13,1104,622
2013-06-12,286,278
2013-06-11,1574,1666
2013-06-10,1126,436
2013-06-07,398,202
2013-06-06,3242,2244
2013-06-05,14328,4628
2013-06-04,11250,1038
2013-06-03,6356,2354
2013-05-31,476,952
2013-05-30,1976,144
2013-05-29,270,924
2013-05-28,2976,1412
2013-05-24,1092,336
2013-05-23,1106,250
2013-05-22,440,1102
2013-05-21,264,320
2013-05-20,1652,424
2013-05-17,1546,802
2013-05-16,5784,1568
2013-05-15,1972,666
2013-05-14,1504,2270
2013-05-13,428,262
2013-05-10,88,140
2013-05-09,430,836
2013-05-08,974,4858
